"Id","MSZoning","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SaleType","SaleCondition","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","SalePrice"
259,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","WD","Normal",1.98021110776883,-0.876720713405672,1.28418210847626,-0.00328527647756251,-1.16331227378408,0.826848215451363,1.60472584114117,0.162716397294753,2.65413557743493,2.87700614914668,1.33135601214393,4.88294974343717,-4.95818247790601,-0.595800242438314,-4.18529372585798,-2.4028087045523,-1.16037164082417,0.979952250846847,0.0887863501134162,0.490955323624486,0.274031198185412,0.187906843788215,-0.101074560645619,-0.428058465246163,0.146700520804033,0.256708224495938,0.344193893438855,0.0881412433304646,0.275972669450961,-0.008768008403989,231500
260,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","Gable","CompShg","BrkFace","BrkFace","None","TA","TA","PConc","Ex","Fa","Av","ALQ","BLQ","GasA","Gd","Y","FuseA","TA","Typ","Fa","Detchd","Unf","TA","TA","Y","WD","Normal",-3.99198316527034,0.648085482177168,0.173859368038074,0.336604409372142,-0.467800092153968,-0.914285876859108,-1.58794053155633,0.0208282608135878,0.683894388929346,1.07817134687451,-0.443555456561872,-0.0405938739373379,-0.432870364669657,0.292868522322672,-0.256301745358167,0.686619454316643,-0.00996330428476738,-1.48186295176713,0.109469636781511,-0.873862877744016,-0.510650595498588,0.106666466323416,-1.10242716956061,-0.367400999050444,0.107461519984995,-0.620570311039821,-0.00106185073470007,0.142542319581426,0.786743072921958,0.405433617265727,97000
261,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","SLvl","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","Gd","Rec","ALQ","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","WD","Normal",0.718567406058701,1.98952535586227,-2.95282135943635,-1.07471215413636,0.482549904332858,1.21903738539174,-1.60767607595383,0.954639683536761,-1.73422976685309,-0.5600135624256,1.37204143194623,0.0725173820434363,1.51812756561569,-0.485391622890094,-3.54755129518216,1.09400827135607,0.565146765634585,0.514152600443206,-0.467530582878192,0.195554690104644,-1.43822516026604,0.971934021510113,-0.315633886175797,-0.605419214561242,-0.867632297140043,1.39781900558539,1.22867858943198,-0.18045721418675,0.356493163613762,-0.761566252057519,176000
262,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","CemntBd","CmentBd","Stone","Gd","TA","PConc","Ex","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","BuiltIn","Fin","TA","TA","Y","New","Partial",4.85835090502356,-2.51849848656313,1.08582329135491,1.56431057841529,-0.820045167794304,-1.16026777082432,-0.364890006117276,-1.05633812138925,-0.0345539848352323,0.4979832711299,0.0381129037772717,-0.184291646793438,0.288587906057651,-0.3969661636348,-0.902956678518303,0.194373082761532,0.239144404912695,-0.485762718123605,-0.352294583306683,-0.90948962498996,-0.364979951017271,-0.517668338138601,0.470743518442244,0.566934069959633,0.0849387284693658,-0.336730628736791,-0.588806633133874,-0.665137791357674,0.137174990117332,-0.807203641042774,276000
263,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","SLvl","Gable","CompShg","HdBoard","Plywood","BrkFace","TA","TA","CBlock","Gd","Gd","Av","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","WD","Normal",-0.485312236415119,1.27777533218827,-0.00341896468783938,-1.36004628989737,-0.363470942374726,-0.647831047512337,0.10462649789046,0.750683868528484,0.168864453857164,1.53062301710435,0.357265571300331,-0.335297123232914,0.820062372674951,0.130088074415669,1.28048771599048,-0.0377802753173735,-0.709157393381678,0.774612074718217,0.177870065989049,-0.17435102762601,0.401698479859028,-0.454469101517651,-0.369284595649837,-0.813359825846722,-0.565795662787391,1.29277184558248,0.363126450470831,-0.696485661688184,0.397923315214203,0.443781724565697,151000
264,"RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","LwQ","ALQ","GasA","TA","Y","SBrkr","TA","Typ","Ex","Detchd","Unf","TA","TA","Y","WD","Normal",-2.23345042163234,0.50643921181076,-0.948871304556113,-0.944248862772975,0.122446382944807,1.35099400245433,2.20836871844491,0.827535907935406,-3.12034906736899,0.395809887787441,3.19046074821205,-4.16605047175875,-3.44221825696489,4.11342331434391,-1.62706853714873,2.44820887965832,0.408046673088894,2.21296425868726,-1.04604353908625,-1.13121007113609,-1.54924697649198,-0.695048426832255,0.137840222078719,0.533372168971946,0.721548629624446,0.240260463603784,-0.311337971049088,-0.420549943531414,-0.189326973824715,0.33038753588445,130000
265,"RM","Pave","IR3","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","Fa","TA","No","Unf","Unf","GasA","Gd","N","FuseP","TA","Typ","Ex","Detchd","Unf","TA","TA","N","WD","Normal",-3.17946302414021,0.804224035957313,1.60391341512028,1.32626594760201,-0.488554661426302,0.199586773466306,-0.0811339267687952,-0.1582830831625,-0.179775537672934,0.0185553090136139,0.255370766098195,0.170471785592627,0.332418942737104,-0.0632207860397455,-0.139421884056211,0.69433350685152,-0.546358538036966,0.0937444651326867,0.111510084209797,-0.491587219846023,0.0196789033010925,-0.161227409658629,-0.165128218145627,0.610597854955755,0.943318708581598,-0.49219764792968,-0.945969650219355,-1.16048139079326,-0.217917388673396,0.649320446705063,73000
266,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","TA","Gd","CBlock","Gd","TA","No","GLQ","LwQ","GasA","TA","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD","Normal",1.12534775677795,1.01134127660561,-0.860966738966901,0.747796655309237,-0.330332016851251,0.0731860184161598,0.171372629355185,1.33832104929419,0.187842686825738,-0.305946421895025,0.604052328476328,-0.443858686243836,0.717675700135214,0.570232071252965,0.140616591563678,-0.610427928692656,-0.514982039981119,0.0522253904912559,-0.331182275446192,-0.0634184029357916,0.220658670640099,-0.0320221906156395,-0.958986926836985,-0.0989538292192726,0.474925097875965,-0.258043615346395,0.829390871143544,0.213098189929658,-0.129434276528336,-0.143102354348192,175500
267,"RL","Pave","IR1","HLS","AllPub","FR2","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD","Normal",1.08334725266795,-0.645530620179659,1.12156120232116,-1.83622154962625,0.0430663164587086,-0.291141020765038,-1.09982331019171,0.0129600392343856,-0.0576964761300568,1.09676207995077,-0.672854585765838,-0.155691418687123,-0.458510732469156,0.0248197497834145,0.426813645928662,-0.25570053785794,0.461927921915196,0.518418797806525,0.458737494343662,0.981545002535689,0.230354330973414,-0.687612623072868,0.000514694454785802,-0.334756587110635,0.299915244672948,0.184376361850845,-0.426692526439586,0.0798646330050848,-0.194549089971505,-0.102909983120346,185000
268,"RL","Pave","Reg","Bnk","AllPub","Inside","Mod","SWISU","Norm","Norm","1Fam","2.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","PConc","TA","TA","No","LwQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Detchd","Unf","TA","TA","Y","WD","Normal",-0.782971600930555,-3.57776934552573,-1.65984988925245,-1.29478735041844,-0.687370541589109,-0.0156412169592951,3.55609842955591,-0.485060790496758,-2.49168151175407,1.85853765861975,1.92780797960274,-2.78977181850426,-3.10226047472735,5.74967411793436,1.29370840174121,0.965721505809013,0.0894589600541341,0.931976643500012,-0.0996296877638752,-0.708726013383329,-0.637533727919583,-0.757687494941836,0.175716798889173,-0.700698995022687,0.665455943202613,-0.508011474956956,0.75666140420993,0.3196838756712,-1.11791523390339,0.932708546391435,179500
269,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","ALQ","Rec","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Fin","Ex","Ex","Y","WD","Normal",-2.74883662625794,1.51132404604354,-0.229166372143235,0.0971246972058205,-0.794443944194955,1.03427146554967,-0.80750862628985,-0.00456486310301707,-0.240564262156387,-0.634533231748334,0.231122290610845,0.653169672086458,0.235290106911071,-0.0563357645930333,-0.320598777385674,0.714722830904902,-0.366679899860095,1.04629195776146,0.435343025799769,-1.08130202092317,0.547964316768757,-1.36912773821939,-0.819418681743723,0.106337269924369,0.11859864969076,-0.0340718570602337,0.519638166891825,0.349824472553887,0.10894297291787,-0.564001719340969,120500
270,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","Gd","CBlock","TA","Gd","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Fa","Attchd","RFn","TA","Gd","Y","WD","Normal",-0.0623843134777196,1.4156530385047,-0.429612986803445,-1.24873199918972,-0.817396288403691,0.3912065390597,0.125552519088571,0.386225390810827,0.372605055432737,0.714522883922128,-0.393132770469241,-0.275502338821508,0.783847867210904,0.863428277456532,1.15151989345828,-1.1723789919134,-0.376186976920323,0.394312632635008,-0.859205554147596,-0.345022652637859,0.872770420350664,-0.14857644553487,1.11780879946931,-1.00248630326159,0.328345345171412,0.815952294153752,0.437363664884516,0.725607894899955,-0.0492466367860084,-0.208084950774323,148000
271,"FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Mn","Unf","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","New","Partial",3.58187873600685,-1.57574507158119,1.58164289417526,0.938715248631486,-1.37867708430798,-0.733028176473465,-1.08890946879586,0.525181995839296,-0.33954292227685,0.953083358070522,0.230118209260233,0.151768598365487,0.662391631007727,0.138630993269887,-0.184746739007152,0.704950932854447,-0.976687092014546,0.429999711393653,0.430582658650529,-0.140655304821865,0.661828930682586,-0.771633052193703,0.488764454106671,0.0960023404114879,-0.476512662132613,-0.0433659062402725,-0.201013479631191,-0.126335635421086,0.155332288202265,-0.00408428757846926,266000
272,"RL","Pave","IR1","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story","Flat","Membran","Plywood","Plywood","None","TA","TA","CBlock","Gd","TA","Gd","LwQ","GLQ","GasA","Ex","Y","SBrkr","TA","Mod","TA","Attchd","Unf","TA","TA","Y","WD","Normal",-0.0358480955900667,2.90035162673213,-2.6946516947369,-1.47419155429183,-1.73597987335102,0.71941408637073,-0.612654843035823,2.47402727183161,-0.655899912085792,-0.739273519175097,1.70900203408605,-2.99620170853348,0.363847986771523,-0.93940618374924,-2.54586290817842,-1.70098867539682,-0.849018817284629,0.810400457787535,2.13959840890583,-0.0338349380703869,-2.69208730215076,-1.21363980431289,0.0672500258821095,0.663716244727224,0.47318624294088,-0.0892002233457504,-0.622698730942859,-0.232991881431418,0.5913977995894,0.419953300343449,241500
273,"RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","WD","Normal",3.84641941943751,-2.14412415147922,0.397083351096869,-0.712678900391194,-1.2218545907677,1.93289128427653,0.61476911285052,0.332733842280818,0.835977199046054,-0.464709970076546,0.504512682525556,0.296879690590397,0.41991827352026,0.10730034611211,0.435669659202957,0.570711326395272,0.18216675881132,0.123604237717117,-0.650990089388128,-0.555806991160862,-0.721676022551394,-0.0780194983358166,-0.238530174440586,-0.00544147835059772,-0.0714843571673166,0.208597000126089,0.573763839546357,0.0740718216847235,0.352588043939409,-0.180025309561202,290000
274,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkCmn","TA","TA","CBlock","TA","TA","No","Rec","LwQ","GasA","Gd","Y","SBrkr","TA","Min1","Gd","Attchd","RFn","TA","TA","Y","WD","Normal",0.0902246638521872,1.80920276929675,-1.85516811432242,-1.28324881261376,0.207085824027514,0.91463136208484,0.489312052716252,2.00155620718078,-0.107058315344771,-0.88047634008354,1.00035897197045,-1.97489109844213,0.181884490457668,0.00362337892544523,-0.728306977010623,-1.74027175472767,0.00424293363452901,0.13913008576494,-0.887283733320673,0.453840485067718,-0.146734574485711,-0.0164117617381055,-1.28782727159786,-0.277256540690576,-0.0327025446783701,-0.577886817127702,0.0496762739544687,0.0148392616899853,-0.456322009195752,0.47348726946207,139000
275,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","ImStucc","None","TA","TA","CBlock","TA","TA","Gd","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Ex","Attchd","Unf","TA","TA","Y","WD","Normal",-2.67423343779905,1.48869490635644,0.557765193515858,0.254942709303771,-0.85121264946039,0.00501327954098169,0.101829356325716,0.670989953880026,0.43149414637134,0.824478429004602,-0.427835805885847,-0.250167322424841,0.125273135720001,0.180981185564759,1.16809662539939,-0.115683239922776,-0.25573450140909,0.478289594853743,-0.217715126877299,0.0881484583858256,-0.0943686543004786,0.178892760689959,-0.0354185334829355,-0.925931811134135,0.0715396022105376,-0.38489433395525,0.693144672962934,0.284179408733019,0.433882740152495,-0.642313732777439,124500
276,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","Gd","Gd","BrkTil","TA","TA","No","Unf","Unf","GasW","Gd","N","SBrkr","Ex","Typ","Ex","Detchd","Unf","TA","TA","Y","WD","Normal",-0.229284282579095,-1.29524279296104,0.945056455409353,0.433816240719971,-1.66361894392564,-0.328428155635151,0.492536812001941,-0.922070786470547,1.06070440998103,-0.31684478750951,1.45857645377972,-0.800221430116535,-0.019799487353448,-0.685632558069502,0.404293496106962,1.44358798033891,-1.63832567351172,-0.72074445781429,-0.392211014887344,0.0278045088503549,-0.213185174130094,0.963400456706105,0.734036148220458,0.626145561615032,0.0411298798080568,-0.935396258671672,-0.2765410521116,0.379673461570681,-0.752416968243283,0.62438900601982,205000
277,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Ex","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Ex","Attchd","Fin","TA","TA","Y","WD","Normal",2.22885123562377,0.351302988573966,0.0458485010052177,3.59732704597821,-0.470561075152101,1.94891339597745,0.0642897793736004,0.666192796833595,0.158235332139704,-0.409455325596325,-0.615974253551058,-0.793709942639308,-1.16602369290998,-0.731449026587733,0.232302871207772,0.359760195850897,0.562291873873879,-0.63347288525979,-0.168109889544395,-0.330624856232936,0.509249344441512,0.344013863215755,0.0904185974567071,-0.722232310381526,-1.61988859010403,0.320780629939477,0.390462922123842,0.0338151816827456,-0.0182351370348177,-0.124437658991993,201000
278,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","LwQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Ex","Detchd","Unf","TA","TA","Y","WD","Normal",-2.70357018854796,1.1903125825681,-1.52303950026822,1.76260010289191,-0.611939950366197,1.73487975819032,-2.01748877976706,0.71013203887577,0.836183181136362,-0.0122264544519594,-0.419307158677586,0.712647829149241,-0.543270347369789,0.548887829360836,-0.00755661018861681,1.14594140003187,-0.395175360279894,-0.886991449441285,0.398289972877197,-1.21200307644851,-0.579419093112324,0.15563546791715,-0.203757343479166,-0.472665814512936,-2.01818069091791,-0.0187520077236114,0.197835614187135,0.536600770857449,-0.527511201312993,-0.116369746860103,141000
279,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","Gable","CompShg","CemntBd","CmentBd","BrkFace","Ex","TA","PConc","Ex","TA","Gd","Unf","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Ex","Attchd","Fin","TA","TA","Y","New","Partial",5.44046834096372,0.0707018126030794,-0.565600316279957,3.63182316795499,-1.32902242260656,-0.263209365706854,-0.376910188442575,-1.40688315869024,0.0418867747698844,-1.59298737131298,0.258506571014384,-0.351470407531851,-0.173389576629537,-0.230321529432611,0.124182548538059,-0.619812805319967,-1.17611089986512,0.514153164833979,-0.133251245094831,0.0252226082222088,0.0443630655354979,0.478735318862841,1.61466752836414,-0.628689844482017,-0.50933690359957,0.0784340247569093,0.124170146377113,0.108487314261015,-0.174443093330435,0.434421819795684,415298
280,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story","Hip","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","No","BLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","WD","Normal",2.30242389574497,-2.08116882053781,-0.208090885743709,-0.355935444018147,-0.56018201928047,0.861531544166683,-0.157547115892328,0.177610357133959,-0.0259666051799522,-0.674694188800253,-0.693780588453157,0.300189055098562,0.179304784738406,0.701866445906059,0.250609413604397,-1.25062947049809,0.236100481173472,0.17047935944478,-0.272683482737827,-0.659851084658407,1.09834730932473,0.325351833150735,-0.38884784891968,-0.213960049354463,-0.0851928021012557,0.191237245520491,0.453179826976767,0.375158644486317,0.0257543218790067,0.276941802096041,192000
281,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","Plywood","Plywood","BrkFace","Gd","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD","Normal",1.81830596562665,-0.985054105066484,0.562418562743431,-0.552023148841769,-1.21311034968063,1.12959440524283,1.45782379955781,-0.150455234252467,2.02009444529489,1.81503053758362,0.963855783960113,4.46564070381614,-3.576908438786,-0.5024115223787,-3.03165815221045,-2.3535951889252,-0.778177343675565,2.45673603514252,0.0336996335080706,-0.0313732177428252,0.0311343654056675,0.0439653912307431,-0.571796000996072,-0.640532443312498,0.262039700260714,-0.0353021640149389,0.553911346829304,0.273707419394313,0.124288621713208,0.0655005692702872,228500
282,"FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Ex","Attchd","Fin","TA","TA","Y","New","Partial",0.576348105460725,1.86302382559079,1.68448969598422,1.14621114997492,0.0811631387337163,-0.498592627159321,-0.322672983685611,-0.263521268875572,-0.396605915369902,0.511653314836628,-0.878959096015412,-0.0801947027862809,-0.625371233593076,-0.69838994572506,0.283760957977681,0.463676066689738,0.934857358735334,1.12678403775031,0.370713078341711,0.325744942758472,0.244250880110193,0.0140124057506062,-0.676789383701132,-0.376606116181548,0.861022739672121,-1.11574164636182,0.645478395532335,-0.0532538784287653,-0.174588104224846,-0.133656421082039,185000
283,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","ConLw","Normal",1.48845983083206,2.02486877941084,2.35433633130392,-0.687759720543958,1.43750686149371,0.533052618115671,1.29967384570867,-0.236057594158333,-0.854899509560978,-0.67401953089179,0.33193223501293,0.0315878379098855,0.190254897959308,-0.0344272316638161,0.113336563643803,-0.160462833944186,-0.10672335620866,-0.345290604338513,0.60192532809509,0.100339412952277,0.275202752772236,-0.0970512178064918,-0.583686527683771,0.320271645986549,0.363235937864462,0.368615623018429,0.110154328203926,-0.375352861826249,-0.0513884324641648,-0.0513785981881003,207500
284,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Feedr","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","New","Partial",3.20072708711971,0.735707898043512,1.19293050424693,3.03058518246602,-0.919645563267777,-0.577061513784947,0.149986855199991,0.258358871079249,0.0466867138360363,0.655655592281634,0.460914201680828,-0.848516277821751,0.192839732212281,-0.338375847665807,-0.452010066223165,0.883843351390952,-0.374599229173659,-2.03786247979464,0.0968269429381523,-0.99614506481613,0.824576014593272,-0.178220573101046,-0.296262702805787,0.140691395373221,0.320099663481846,0.720649788133086,0.0439873996971958,0.0766793764984687,0.254121722158336,0.423383354175732,244600
285,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story","Gable","CompShg","Plywood","ImStucc","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Ex","Attchd","RFn","TA","TA","Y","WD","Normal",0.402315490593713,1.34164886345263,1.34620076967122,1.42836509001212,1.65884855997293,-0.680752566733463,0.556175421970466,-0.486056444511508,-1.0919773968342,0.238738910572677,0.316679268885306,0.0356744724324946,0.46033636901488,-0.496239218513408,-0.264058512547847,0.040687377147498,-0.262180937215474,0.125617214141535,0.534133058192451,0.778982225054364,-0.423965466359658,0.349143963920098,0.645538336674812,1.10723942726432,-0.758856458927163,-0.16963649026518,-0.128140450098008,0.0259853355966662,-1.13048975382805,-0.23377780358901,179200
286,"FV","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","Gable","CompShg","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Fa","Detchd","RFn","TA","TA","Y","New","Partial",-0.386961551905324,-1.15189891460621,4.41453008191107,-0.271076129704431,-0.00558651500848246,-0.605874993926332,-0.0625590021142549,-0.246827954595777,-0.930660441798589,-0.11754247995101,-0.24797087318828,0.18663166853986,-0.156989277444635,-0.457572776856466,-0.541490292894836,0.336559876767388,-0.439862036323497,0.341023000454772,0.854919082709472,-0.00103754293833135,-0.614630061062139,0.0693906591121473,0.310303858930274,0.213802911725573,-0.433225496934742,-0.289211020865396,0.34685232789764,0.19080789581529,-0.206734080582791,0.339292678528491,164700
287,"RL","Pave","IR1","Bnk","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","WD","Normal",-0.398967129672391,-0.928494764083462,-0.724027638995907,-1.10683254862521,-1.476965851769,-0.781885431950589,-0.697780033146293,-1.38924240071447,0.797322484769696,-0.23646082934793,0.477894838078201,0.115964890206605,-0.0745203730683748,-0.245915140546132,0.898836417976883,0.29443200198368,-0.982978027715648,1.17244463589975,-0.0503046509098447,0.548649670741988,-0.163940683605463,-0.771248756650366,0.888979802567998,-0.130618064019436,-0.0482058113746128,-0.570290491761862,0.64972848920195,-0.223185824375372,0.181940632650569,-0.0617838676264992,159000
288,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Ex","2Types","Unf","Ex","Ex","Y","WD","Normal",-3.65618293555477,0.735671866394152,-0.222066362871776,0.659794894137553,0.5615898720673,-0.637867782479745,-1.41565427959236,0.107018377033981,0.24272722847508,0.334511179890208,-1.46978653188013,0.151506878937822,-0.915530323343446,0.660282943897691,0.81001013681509,-1.22161567499928,0.833383292477174,0.234584451438903,-0.530463438762101,1.33445663046378,-0.230161128238844,0.106343943943901,-0.323037320095272,-0.655040147854643,-0.0921010348008713,-0.278720381857048,0.579289457554565,-0.315596661905582,0.210326868588315,-0.148211181034254,88000
289,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","TA","Gd","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Ex","Detchd","Unf","TA","TA","Y","WD","Normal",-2.83240915470991,0.832362701899106,0.0244587628468727,0.826677098758076,0.186732970908766,2.02232791971346,-0.445315154545786,0.376423885692853,0.419568206569644,-1.04650165689454,-0.518729749122482,0.432683851979858,-0.668946296151545,0.494647184497313,0.418160400740408,0.0364446545999649,0.389476509741381,-0.174454798233993,-0.37344176018863,0.203296368331889,-0.114738794988675,0.0645788727454048,-0.255545967464549,0.286130663421774,0.206623404284994,9.0774146562481e-05,0.516151618857235,0.0731288860789215,0.544777876371907,-0.0537859168217082,122000
290,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","FuseA","TA","Typ","Ex","Detchd","Unf","TA","TA","Y","WD","Normal",-1.90885573171656,-1.30179595829176,0.249987481193717,-0.00852549847029939,-1.48431086060108,-1.09835639579162,0.120516089091778,-1.80406862208328,1.04926422631396,-1.05470042321293,1.23365629132957,-1.07317006298679,-1.02265299992858,-1.07061718488754,1.35037937337475,0.961726811219421,-1.93619985812434,0.893983185062001,0.068108099649345,1.11449717374157,-0.238947453025197,1.69081933857028,0.29737288605526,-0.063916188320516,-0.194873792775171,0.181139824638226,-0.341781622496596,-1.06576051962087,0.948718651270104,-1.30654721867149,153575
